title,file_name,file_link
CIRCULLAR LETTER NO.13/30/DPNP - THIRD AMENDMENT ON BANK INDONESIA CIRCULAR LETTER NUMBER 3/30/DPNP DATED 14TH DECEMBER 2001 CONCERNING PUBLISHED QUARTERLY AND MONTHLY FINANCIAL STATEMENT OF COMMERCIAL BANKS AND SPECIFIC REPORTS WHICH ARE SENT TO BANK IND,Circullar Letter No.13/30/DPNP,https://www.bi.go.id/en/publikasi/peraturan/Documents/38c0247524ff461c8086cba886970ff4SE1330DPNPENG.pdf
CIRCULLAR LETTER NO.13/30/DPNP - THIRD AMENDMENT ON BANK INDONESIA CIRCULAR LETTER NUMBER 3/30/DPNP DATED 14TH DECEMBER 2001 CONCERNING PUBLISHED QUARTERLY AND MONTHLY FINANCIAL STATEMENT OF COMMERCIAL BANKS AND SPECIFIC REPORTS WHICH ARE SENT TO BANK IND,Appendix - Balance Sheet - Convergence IFRS,https://www.bi.go.id/en/publikasi/peraturan/Documents/cd5ceb113aff4ffb80ee62765472fea11BalanceSheetConvergenceIFRSSENo13_30_DPNPedit.xls
CIRCULLAR LETTER NO.13/30/DPNP - THIRD AMENDMENT ON BANK INDONESIA CIRCULAR LETTER NUMBER 3/30/DPNP DATED 14TH DECEMBER 2001 CONCERNING PUBLISHED QUARTERLY AND MONTHLY FINANCIAL STATEMENT OF COMMERCIAL BANKS AND SPECIFIC REPORTS WHICH ARE SENT TO BANK IND,Appendix - Income - Convergence IFRS,https://www.bi.go.id/en/publikasi/peraturan/Documents/dbbd4bb1bbf4461b88a50595c3908ad92IncomeConvergenceIFRSSENo13_30_DPNPedit.xlsx
CIRCULLAR LETTER NO.13/30/DPNP - THIRD AMENDMENT ON BANK INDONESIA CIRCULAR LETTER NUMBER 3/30/DPNP DATED 14TH DECEMBER 2001 CONCERNING PUBLISHED QUARTERLY AND MONTHLY FINANCIAL STATEMENT OF COMMERCIAL BANKS AND SPECIFIC REPORTS WHICH ARE SENT TO BANK IND,Appendix - Commitment Contingency - Convergence IFRS,https://www.bi.go.id/en/publikasi/peraturan/Documents/257d5a113ba44fa8966746d891e124c33commitmentcontingencyconvergenceIFRSSENo13_30_DPN.xlsx
CIRCULLAR LETTER NO.13/30/DPNP - THIRD AMENDMENT ON BANK INDONESIA CIRCULAR LETTER NUMBER 3/30/DPNP DATED 14TH DECEMBER 2001 CONCERNING PUBLISHED QUARTERLY AND MONTHLY FINANCIAL STATEMENT OF COMMERCIAL BANKS AND SPECIFIC REPORTS WHICH ARE SENT TO BANK IND,Appendix - Spot Derivative Convergence IFRS,https://www.bi.go.id/en/publikasi/peraturan/Documents/d0fde7d8e348406b84249943048082a64spotderivativeconvergenceIFRSSENo13_30_DPNPedit.xlsx
CIRCULLAR LETTER NO.13/30/DPNP - THIRD AMENDMENT ON BANK INDONESIA CIRCULAR LETTER NUMBER 3/30/DPNP DATED 14TH DECEMBER 2001 CONCERNING PUBLISHED QUARTERLY AND MONTHLY FINANCIAL STATEMENT OF COMMERCIAL BANKS AND SPECIFIC REPORTS WHICH ARE SENT TO BANK IND,Appendix - KA and CKPN - Convergence IFRS,https://www.bi.go.id/en/publikasi/peraturan/Documents/22d15d1be26c4334921254353ef9a44e5KAandCKPNConvergenceIFRSSENo13_30_DPNPedit.xlsx
CIRCULLAR LETTER NO.13/30/DPNP - THIRD AMENDMENT ON BANK INDONESIA CIRCULAR LETTER NUMBER 3/30/DPNP DATED 14TH DECEMBER 2001 CONCERNING PUBLISHED QUARTERLY AND MONTHLY FINANCIAL STATEMENT OF COMMERCIAL BANKS AND SPECIFIC REPORTS WHICH ARE SENT TO BANK IND,Appendix - KPMM and the Guidelines - Convergence IFRS,https://www.bi.go.id/en/publikasi/peraturan/Documents/0578b5586adb4ed1a815e4427f3cfc096KPMMandtheGuidelinesConvergenceIFRSSENo13_30_DPNP.xlsx
CIRCULLAR LETTER NO.13/30/DPNP - THIRD AMENDMENT ON BANK INDONESIA CIRCULAR LETTER NUMBER 3/30/DPNP DATED 14TH DECEMBER 2001 CONCERNING PUBLISHED QUARTERLY AND MONTHLY FINANCIAL STATEMENT OF COMMERCIAL BANKS AND SPECIFIC REPORTS WHICH ARE SENT TO BANK IND,Appendix - Quarterly Financial Ratio Report,https://www.bi.go.id/en/publikasi/peraturan/Documents/2ecd3ccc460347aea1cab2665ea7419fAppnd_QUARTERLYFINANCIALRATIOREPORTENG.pdf
CIRCULLAR LETTER NO.13/30/DPNP - THIRD AMENDMENT ON BANK INDONESIA CIRCULAR LETTER NUMBER 3/30/DPNP DATED 14TH DECEMBER 2001 CONCERNING PUBLISHED QUARTERLY AND MONTHLY FINANCIAL STATEMENT OF COMMERCIAL BANKS AND SPECIFIC REPORTS WHICH ARE SENT TO BANK IND,Appendix - Guidelines on Spot and Derivative Transaction Report Preparation,https://www.bi.go.id/en/publikasi/peraturan/Documents/3aa3ae90ae104cdabde718aa10452ba0Appn_GUIDELINESONSPOTANDDERIVATIVETRANSACTIONREPOR.pdf
CIRCULLAR LETTER NO.13/30/DPNP - THIRD AMENDMENT ON BANK INDONESIA CIRCULAR LETTER NUMBER 3/30/DPNP DATED 14TH DECEMBER 2001 CONCERNING PUBLISHED QUARTERLY AND MONTHLY FINANCIAL STATEMENT OF COMMERCIAL BANKS AND SPECIFIC REPORTS WHICH ARE SENT TO BANK IND,Appendix - Guidelines on Productive Assets Quality Report Preparation and Other Information,https://www.bi.go.id/en/publikasi/peraturan/Documents/a61a605b14b6433696d4ef550b936e1612GUIDELINESONPRODUCTIVEASSETSQUALITYREPORTPREPARA.doc
CIRCULLAR LETTER NO.13/28/DPNP - IMPLEMENTATION OF ANTI-FRAUD STRATEGY FOR COMMERCIAL BANKS,Circullar Letter No.13/28/DPNP,https://www.bi.go.id/en/publikasi/peraturan/Documents/4c8a479e2fd249b692a7eed9bf2d7040SEEKS1328ENG.pdf
CIRCULLAR LETTER NO.13/28/DPNP - IMPLEMENTATION OF ANTI-FRAUD STRATEGY FOR COMMERCIAL BANKS,Attachment 1,https://www.bi.go.id/en/publikasi/peraturan/Documents/23f2be496c8848819f891097ebeb44deSEEKS1328Attach1ENG.pdf
CIRCULLAR LETTER NO.13/28/DPNP - IMPLEMENTATION OF ANTI-FRAUD STRATEGY FOR COMMERCIAL BANKS,Attachment 2,https://www.bi.go.id/en/publikasi/peraturan/Documents/8fa5ad00d3c5401b8eed247a364fe79aSEEKS1328Attach2ENG.pdf
BANK INDONESIA CIRCULAR LETTER NO. 13/27/DPM CONCERNING PROCEDURES FOR REVERSE REPO TRANSACTION OF SOVEREIGN SHARIA SECURITIES WITH BANK INDONESIA IN THE CONTEXT OF SHARIA OPEN MARKET OPERATIONS,Bank Indonesia Circular Letter No. 13/27/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/52350ade9e8142d7954967e536e78d8cse_132712.pdf
BANK INDONESIA CIRCULAR LETTER NO. 13/27/DPM CONCERNING PROCEDURES FOR REVERSE REPO TRANSACTION OF SOVEREIGN SHARIA SECURITIES WITH BANK INDONESIA IN THE CONTEXT OF SHARIA OPEN MARKET OPERATIONS,FAQ Bank Indonesia Circular Letter No. 13/27/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/8779020caecd4d7aa56eaade328c94ebfaq_se_132712.pdf
BANK INDONESIA CIRCULAR LETTER NO. 13/27/DPM CONCERNING PROCEDURES FOR REVERSE REPO TRANSACTION OF SOVEREIGN SHARIA SECURITIES WITH BANK INDONESIA IN THE CONTEXT OF SHARIA OPEN MARKET OPERATIONS,Appendix,https://www.bi.go.id/en/publikasi/peraturan/Documents/74ea9c0c55b640d29d9eab3fdc3a8a7bappendix_se132712.zip
BANK INDONESIA REGULATION NO. 13/24/PBI/2011 CONCERNING THE SECOND AMENDMENT TO BANK INDONESIA REGULATION NUMBER 10/36/PBI/2008 CONCERNING SHARIA MONETARY OPERATION,Bank Indonesia Regulation No. 13/24/PBI/2011,https://www.bi.go.id/en/publikasi/peraturan/Documents/4bc1d2cd4cf543298ce5b973150024f1pbi_132412.pdf
BANK INDONESIA REGULATION NO. 13/24/PBI/2011 CONCERNING THE SECOND AMENDMENT TO BANK INDONESIA REGULATION NUMBER 10/36/PBI/2008 CONCERNING SHARIA MONETARY OPERATION,FAQ Bank Indonesia Regulation No. 13/24/PBI/2011,https://www.bi.go.id/en/publikasi/peraturan/Documents/0aa430d6c3144a5080997d27e6456c8bfaq_pbi_132412.pdf
"CIRCULLAR LETTER NO.13/25/DPNP - REVOCATION OF BANK INDONESIA CIRCULAR LETTER NUMBER 29/02/UPPB DATED 31 JULY 1996 CONCERNING PROCEDURE FOR RECEIPT, ADMINISTRATION, REPORTING OF STATE REVENUE DEPOSITS AND IMPOSITION OF SANCTIONS",Circullar Letter No.13/25/DPNP,https://www.bi.go.id/en/publikasi/peraturan/Documents/8168371366ec4602833aae8ed37a01d6CircullarLetterNo13_25_DPNP.pdf
BANK INDONESIA REGULATION NUMBER 13/23/PBI/2011 CONCERNING THE IMPLEMENTATION OF RISK MANAGEMENT IN ISLAMIC COMMERCIAL BANKS AND ISLAMIC BUSINESS UNITS,Bank Indonesia Regulation Number 13/23/PBI/2011 Concerning The Implementation Of Risk Management In Islamic Commercial Banks And Islamic Business Units,https://www.bi.go.id/en/publikasi/peraturan/Documents/c6adbefc15dc40079f087a9ea4136ec0PBINo1323PBI2011RiskManagement.pdf
CIRCULLAR LETTER NO.13/23/DPNP - AMENDMENT TO CIRCULAR LETTER NO. 5/21/DPNP CONCERNING RISK MANAGEMENT IMPLEMENTATION FOR COMMERCIAL BANKS,Circullar Letter No.13/23/DPNP,https://www.bi.go.id/en/publikasi/peraturan/Documents/d35ec2f2e42b40ba955f9a79b6517aecSE1323DPNPandAppendicesENG.pdf
BANK INDONESIA REGULATION NO. 13/22/PBI/2011 DATED 30 SEPTEMBER 2011 CONCERNING WITHDRAWAL OF FOREIGN EXCHANGE FROM EXTERNAL DEBT REPORTING OBLIGATION,Bank Indonesia Regulation No. 13/22/PBI/2011,https://www.bi.go.id/en/publikasi/peraturan/Documents/0cc239b01d094da1b8ade4941811e067pbi_132212.pdf
BANK INDONESIA REGULATION NO. 13/22/PBI/2011 DATED 30 SEPTEMBER 2011 CONCERNING WITHDRAWAL OF FOREIGN EXCHANGE FROM EXTERNAL DEBT REPORTING OBLIGATION,FAQ - Bank Indonesia Regulation No. 13/22/PBI/2011,https://www.bi.go.id/en/publikasi/peraturan/Documents/6ac91baf74774f71a127f9c42d175b05faq_pbi_132212.pdf
"BANK INDONESIA REGULATION NUMBER:13/21/PBI/2011 DATED SEPTEMBER 30, 2011 CONCERNING MONITORING OF BANK ACTIVITY IN  FOREIGN EXCHANGE FLOWS",Bank Indonesia Regulation Number:13/21/PBI/2011,https://www.bi.go.id/en/publikasi/peraturan/Documents/47befcae5b6044fd81edfc38315245eepbi_132112.pdf
"BANK INDONESIA REGULATION NUMBER:13/21/PBI/2011 DATED SEPTEMBER 30, 2011 CONCERNING MONITORING OF BANK ACTIVITY IN  FOREIGN EXCHANGE FLOWS",FAQ - Bank Indonesia Regulation Number:13/21/PBI/2011,https://www.bi.go.id/en/publikasi/peraturan/Documents/9a168e8200f44e18b895e526b2b6217bfaq_pbi_132112.pdf
BANK INDONESIA REGULATION NUMBER: 13/20/PBI/2011 CONCERNING RECEIPT OF EXPORT PROCEEDS AND WITHDRAWAL OF FOREIGN EXCHANGE FROM EXTERNAL DEBT,Bank Indonesia Regulation Number: 13/20/PBI/2011,https://www.bi.go.id/en/publikasi/peraturan/Documents/e0f19687f5744bc3a1f130f101ebf466pbi_132012.pdf
BANK INDONESIA REGULATION NUMBER: 13/20/PBI/2011 CONCERNING RECEIPT OF EXPORT PROCEEDS AND WITHDRAWAL OF FOREIGN EXCHANGE FROM EXTERNAL DEBT,FAQ - Bank Indonesia Regulation Number: 13/20/PBI/2011,https://www.bi.go.id/en/publikasi/peraturan/Documents/23b8815225d24942ad42add45cbd4589faq_pbi_132012.pdf
BANK INDONESIA REGULATION NO.13/19/PBI/2011 - CONCERNING THE AMENDMENT TO BANK INDONESIA REGULATION NUMBER 8/12/PBI/2006 CONCERNING THE PERIODIC REPORT OF COMMERCIAL BANK,Bank Indonesia Regulation No.13/19/PBI/2011,https://www.bi.go.id/en/publikasi/peraturan/Documents/110443d542394394bd072bbccf916055PBI13192011ENG.pdf
"BANK INDONESIA CIRCULAR LETTER NO.13/20/DPM DATED AUGUST 8, 2011 CONCERNING SECOND AMENDMENT TO BI CIRCULAR LETTER NO.12/18/DPM DATED JULY 7, 2010 CONCERNING OPEN MARKET OPERATIONS",Bank Indonesia Circular Letter No.13/20/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/66e7274c1468435daab9a46df62766e2se_132012.pdf
"BANK INDONESIA CIRCULAR LETTER NO.13/20/DPM DATED AUGUST 8, 2011 CONCERNING SECOND AMENDMENT TO BI CIRCULAR LETTER NO.12/18/DPM DATED JULY 7, 2010 CONCERNING OPEN MARKET OPERATIONS",FAQ Bank Indonesia Circular Letter No.13/20/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/80b6157a39a146a1b10706f6bf773a38faq_132012.pdf
"BANK INDONESIA CIRCULAR LETTER NO.13/20/DPM DATED AUGUST 8, 2011 CONCERNING SECOND AMENDMENT TO BI CIRCULAR LETTER NO.12/18/DPM DATED JULY 7, 2010 CONCERNING OPEN MARKET OPERATIONS",Appendix,https://www.bi.go.id/en/publikasi/peraturan/Documents/ca8ad87c2ffc4c71818e03df88c6443dappendix_se_132012.pdf
BANK INDONESIA REGULATION NUMBER : 13/18/PBI/2011 CONCERNING SECOND AMENDMENT OF BANK INDONESIA REGULATION NUMBER 6/28/PBI/2004 CONCERNING ISSUANCE AND CIRCULATION OF THE YEAR 2004 ISSUE OF BANKNOTES IN THE 100.000 (ONE HUNDRED THOUSAND) RUPIAH DENOMINATI,Bank Indonesia Regulation Number : 13/18/PBI/2011 Concerning Second Amendment Of Bank Indonesia Regulation Number 6/28/Pbi/2004 Concerning Issuance And Circulation Of The Year 2004 Issue Of Banknotes In The 100.000 (One Hundred Thousand) Rupiah Denomination,https://www.bi.go.id/en/publikasi/peraturan/Documents/4a991d56ec9d45e3a8c62df049f85152PBI1318PBI2011AmendmentRp100000.pdf
BANK INDONESIA REGULATION NUMBER : 13/17/PBI/2011 CONCERNING SECOND AMENDMENT OF BANK INDONESIA REGULATION NUMBER 7/42/PBI/2005 CONCERNING ISSUANCE AND CIRCULATION OF THE YEAR 2005 ISSUE OF BANKNOTES IN THE 50.000 (FIFTY THOUSAND) RUPIAH DENOMINATION,Bank Indonesia Regulation Number : 13/17/PBI/2011 Concerning Second Amendment Of Bank Indonesia Regulation Number 7/42/PBI/2005 Concerning Issuance And Circulation Of The Year 2005 Issue Of Banknotes In The 50.000 (Fifty Thousand) Rupiah Denomination,https://www.bi.go.id/en/publikasi/peraturan/Documents/3d924af81de64ceb8718ca687bc870b2PBI1317PBI2011AmendmentRp50000.pdf
"BANK INDONESIA REGULATION NUMBER : 13/16/PBI/2010 CONCERNING SECOND AMENDMENT OF BANK INDONESIA REGULATION NUMBER 6/29/PBI/2004 CONCERNING ISSUANCE AND CIRCULATION OF THE YEAR 2004 ISSUE OF BANKNOTES IN THE 20,000 (TWENTY THOUSAND) RUPIAH DENOMINATION","Bank Indonesia Regulation Number : 13/16/PBI/2010 Concerning Second Amendment Of Bank Indonesia Regulation Number 6/29/PBI/2004 Concerning Issuance And Circulation Of The Year 2004 Issue Of Banknotes In The 20,000 (Twenty Thousand) Rupiah Denomination",https://www.bi.go.id/en/publikasi/peraturan/Documents/505be84151d241249e738ef298de668ePBI1316PBI2010AmendmentRp20000.pdf
"BANK INDONESIA CIRCULAR LETTER NO.13/13/DPM DATED MAY 9, 2011 CONCERNING AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NO.12/18/DPM DATED JULY 7, 2010 CONCERNING OPEN MARKET OPERATION",Bank Indonesia Circular Letter No.13/13/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/d9db09ef2775438d9a1be2ea8036fff4SE_131311.pdf
"BANK INDONESIA CIRCULAR LETTER NO.13/13/DPM DATED MAY 9, 2011 CONCERNING AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NO.12/18/DPM DATED JULY 7, 2010 CONCERNING OPEN MARKET OPERATION",FAQ Bank Indonesia Circular Letter No.13/13/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/051d4cdccb22483f906fcedceefa8b0ffaq_SE131311.pdf
BANK INDONESIA REGULATION NUMBER: 13/14/PBI/2011 CONCERNING ASSET QUALITY RATING FOR ISLAMIC RURAL BANKS,Bank Indonesia Regulation Number: 13/14/PBI/2011 Concerning Asset Quality Rating For Islamic Rural Banks,https://www.bi.go.id/en/publikasi/peraturan/Documents/a7692f0c4acd4362b4061ca798cd137aPBINo1314PBI2011AssetQualityRatingofBPRS.pdf
BANK INDONESIA REGULATION NUMBER: 13/13/PBI/2011 CONCERNING ASSET QUALITY RATING FOR ISLAMIC COMMERCIAL BANKS AND ISLAMIC BUSINESS UNITS,Bank Indonesia Regulation Number: 13/13/PBI/2011 Concerning Asset Quality Rating For Islamic Commercial Banks And Islamic Business Units,https://www.bi.go.id/en/publikasi/peraturan/Documents/46ead16a640148afaaec31c9a3fe1ba8PBINo1313PBI2011AssetQualityRAtingofBUSUUS.pdf
BANK INDONESIA REGULATION NO.13/10/PBI/2011 - CONCERNING THE AMENDMENT TO BANK INDONESIA REGULATION NUMBER 19/9/PBI/2010 CONCERNING STATUTORY RESERVE IN RUPIAH AND FOREIGN CURRENCY FOR COMMERCIAL BANKS,Bank Indonesia Regulation No.13/10/PBI/2011,https://www.bi.go.id/en/publikasi/peraturan/Documents/ff2d205122bc40379024b96bc76e3804PBI13102011ENG.pdf
BANK INDONESIA REGULATION NUMBER: 13/9/PBI/2011 CONCERNING AMENDMENT TO BANK INDONESIA REGULATION NUMBER 10/18/PBI/2008 CONCERNING RESTRUCTURING OF FINANCING FOR ISLAMIC BANKS AND ISLAMIC BUSINESS UNITS,Bank Indonesia Regulation Number: 13/9/PBI/2011 Concerning Amendment To Bank Indonesia Regulation Number 10/18/PBI/2008 Concerning Restructuring Of Financing For Islamic Banks And Islamic Business Units,https://www.bi.go.id/en/publikasi/peraturan/Documents/f82e93b7764e4f7e88144fb35969fab7PBINo139PBI2011AmendmenttoRestructuringofFinancing.pdf
"BANK INDONESIA REGULATION NUMBER 13/8/PBI/2011 DATED FEBRUARY 4, 2011 CONCERNING COMMERCIAL BANK DAILY REPORT",Bank Indonesia Regulation Number 13/8/PBI/2011,https://www.bi.go.id/en/publikasi/peraturan/Documents/b96fe59e8a8943a39c3e0369b97ecab2pbi_130812.pdf
"BANK INDONESIA REGULATION NUMBER 13/8/PBI/2011 DATED FEBRUARY 4, 2011 CONCERNING COMMERCIAL BANK DAILY REPORT",Elucidation Bank Indonesia Regulation Number 13/8/PBI/2011,https://www.bi.go.id/en/publikasi/peraturan/Documents/d347955d0d8f4f9583704b01491f343dpenj_pbi_130812.pdf
"BANK INDONESIA REGULATION NUMBER 13/8/PBI/2011 DATED FEBRUARY 4, 2011 CONCERNING COMMERCIAL BANK DAILY REPORT",FAQ Bank Indonesia Regulation Number 13/8/PBI/2011,https://www.bi.go.id/en/publikasi/peraturan/Documents/0eabcd936edf44fa8c39636bffdebef8faq_pbi_130812.pdf
"BANK INDONESIA CIRCULAR LETTER NUMBER 13/4/DPM DATED FEBRUARY 4, 2011 CONCERNING COMMERCIAL BANK DAILY REPORT FEE",Bank Indonesia Circular Letter Number 13/4/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/6b87f43779fd4dce8cba4f63db113f40se_130411_en1.pdf
"BANK INDONESIA CIRCULAR LETTER NUMBER 13/4/DPM DATED FEBRUARY 4, 2011 CONCERNING COMMERCIAL BANK DAILY REPORT FEE",Appendix,https://www.bi.go.id/en/publikasi/peraturan/Documents/69aeefad12644e58a4de1cfd5f09be9eapp_se_130411_en1.pdf
"BANK INDONESIA CIRCULAR LETTER NUMBER 13/4/DPM DATED FEBRUARY 4, 2011 CONCERNING COMMERCIAL BANK DAILY REPORT FEE",FAQ Bank Indonesia Circular Letter Number 13/4/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/7cbdff1c6b1f499e9a8b7ce20a4b539dfaq_se_130411_en1.pdf
"BANK INDONESIA CIRCULAR LETTER NUMBER 13/3/DPM DATED FEBRUARY 4, 2011 CONCERNING COMMERCIAL BANK DAILY REPORT",Bank Indonesia Circular Letter Number 13/3/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/46b03c973919464d8c2c780022b69776se_13311_en1.pdf
"BANK INDONESIA CIRCULAR LETTER NUMBER 13/3/DPM DATED FEBRUARY 4, 2011 CONCERNING COMMERCIAL BANK DAILY REPORT",Appendix,https://www.bi.go.id/en/publikasi/peraturan/Documents/4598771069bb4ddc8b3c17cd82ce60c3appendix_se_13312.zip
"BANK INDONESIA CIRCULAR LETTER NUMBER 13/3/DPM DATED FEBRUARY 4, 2011 CONCERNING COMMERCIAL BANK DAILY REPORT",FAQ - Bank Indonesia Circular Letter Number 13/3/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/a5e95634658d4fbe9f454602198efa0efaq_se_13311_en1.pdf
BANK INDONESIA REGULATION NUMBER: 13/5/PBI/2011 CONCERNING LEGAL LENDING LIMIT FOR ISLAMIC RURAL BANKS,Bank Indonesia Regulation Number: 13/5/PBI/2011 Concerning Legal Lending Limit For Islamic Rural Banks,https://www.bi.go.id/en/publikasi/peraturan/Documents/bb36c4ae7e57446c84a67735a3be6710PBINo135PBI2011BMPD.pdf
BANK INDONESIA REGULATION NUMBER 13/4/PBI/2011 CONCERNING REVOCATION OF BANK INDONESIA REGULATION NUMBER 10/22/PBI/2008 CONCERNING MEETING OF NEED OF FOREIGN EXCHANGE FOR DOMESTIC CORPORATION THROUGH BANK,Bank Indonesia Regulation Number 13/4/PBI/2011,https://www.bi.go.id/en/publikasi/peraturan/Documents/9f2dbd5e259e45c09fef083a2faf54abse_130411_en1.pdf
BANK INDONESIA REGULATION NUMBER 13/4/PBI/2011 CONCERNING REVOCATION OF BANK INDONESIA REGULATION NUMBER 10/22/PBI/2008 CONCERNING MEETING OF NEED OF FOREIGN EXCHANGE FOR DOMESTIC CORPORATION THROUGH BANK,FAQ Bank Indonesia Regulation Number 13/4/PBI/2011,https://www.bi.go.id/en/publikasi/peraturan/Documents/b44444c4733d41e0b984d7c3f6cd2d0efaq_se_130411_en1.pdf
"BANK INDONESIA REGULATION NUMBER : 12/26/PBI/2010 CONCERNING THIRD AMENDMENT OF BANK INDONESIA REGULATION NUMBER 7/40/PBI/2005 CONCERNING ISSUANCE AND CIRCULATION OF THE YEAR 2005 ISSUE OF BANKNOTES IN THE 10,000 (TEN THOUSAND) RUPIAH DENOMINATION","Bank Indonesia Regulation Number : 12/26/PBI/2010 Concerning Third Amendment Of Bank Indonesia Regulation Number 7/40/PBI/2005 Concerning Issuance And Circulation Of The Year 2005 Issue Of Banknotes In The 10,000 (Ten Thousand) Rupiah Denomination",https://www.bi.go.id/en/publikasi/peraturan/Documents/955295c504f447cf91a8184d7628325aPBI1226PBI2010AmendmentRp10000.pdf
"BANK INDONESIA REGULATION NUMBER : 12/25/PBI/2010 CONCERNING AMENDMENT OF BANK INDONESIA REGULATION NUMBER 11/21/PBI/2009 CONCERNING ISSUANCE AND CIRCULATION OF THE YEAR 2009 ISSUE OF BANKNOTES IN THE 2,000 (TWO THOUSAND) RUPIAH DENOMINATION","Bank Indonesia Regulation Number : 12/25/PBI/2010 Concerning Amendment Of Bank Indonesia Regulation Number 11/21/PBI/2009 Concerning Issuance And Circulation Of The Year 2009 Issue Of Banknotes In The 2,000 (Two Thousand) Rupiah Denomination",https://www.bi.go.id/en/publikasi/peraturan/Documents/579c0b816c0e4602bb1e346d356f08afPBI1225PBI2010AmendmentRp2000.pdf
CIRCULLAR LETTER NO.12/35/DPNP- RISK MANAGEMENT IN MARKETING COOPERATION BETWEEN COMMERCIAL BANKS AND INSURANCE COMPANY (BANCASSURANCE),Circullar Letter No.12/35/DPNP,https://www.bi.go.id/en/publikasi/peraturan/Documents/c74da1bebb3f4b5d976ba24c6d1dad35SEEKS1235ENG.pdf
CIRCULLAR LETTER NO.12/35/DPNP- RISK MANAGEMENT IN MARKETING COOPERATION BETWEEN COMMERCIAL BANKS AND INSURANCE COMPANY (BANCASSURANCE),Appendix 1,https://www.bi.go.id/en/publikasi/peraturan/Documents/f15b3790c1c440c69e898d3b015b9196SEEKS1235Appendix1ENG.pdf
CIRCULLAR LETTER NO.12/35/DPNP- RISK MANAGEMENT IN MARKETING COOPERATION BETWEEN COMMERCIAL BANKS AND INSURANCE COMPANY (BANCASSURANCE),Appendix 2,https://www.bi.go.id/en/publikasi/peraturan/Documents/b8d88beb19a44fc581e8e3c672460896SEEKS1235Appendix2ENG.pdf
CIRCULLAR LETTER NO.12/35/DPNP- RISK MANAGEMENT IN MARKETING COOPERATION BETWEEN COMMERCIAL BANKS AND INSURANCE COMPANY (BANCASSURANCE),Appendix 3,https://www.bi.go.id/en/publikasi/peraturan/Documents/99dcdd63cb424715815e2a7d3bab5542SEEKS1235Appendix3ENG.pdf
BANK INDONESIA REGULATION NO.12/22/PBI/2010 CONCERNING MONEY CHANGER,Bank Indonesia Regulation No.12/22/PBI/2010,https://www.bi.go.id/en/publikasi/peraturan/Documents/fdeae96588e1468a815308ec2a7ba10dpbi_122211.pdf
BANK INDONESIA REGULATION NO.12/22/PBI/2010 CONCERNING MONEY CHANGER,Frequently asked question Bank Indonesia Regulation No.12/22/PBI/2010,https://www.bi.go.id/en/publikasi/peraturan/Documents/8bd297dfb96846fd9614abe54cd04f71faq_pbi122211.pdf
BANK INDONESIA REGULATION NO.12/22/PBI/2010 CONCERNING MONEY CHANGER,Summary of Bank Indonesia Regulation No.12/22/PBI/2010,https://www.bi.go.id/en/publikasi/peraturan/Documents/20e5adefbe564050b4c4ba2108543a4dsummary_pbi_122211.pdf
CIRCULLAR LETTER NO.12/27/DPNP - COMMERCIAL BANKS BUSINESS PLAN,Circullar Letter No.12/27/DPNP,https://www.bi.go.id/en/publikasi/peraturan/Documents/7522e09bec6e448d838f777dfe93470bSEEKS1227DPNPENG.pdf
CIRCULLAR LETTER NO.12/27/DPNP - COMMERCIAL BANKS BUSINESS PLAN,Appendix 1-4,https://www.bi.go.id/en/publikasi/peraturan/Documents/ff5415208ce44d2a95afc089b96347f0SEEKS1227Appendix14ENGeditequi.xlsx
CIRCULLAR LETTER NO.12/27/DPNP - COMMERCIAL BANKS BUSINESS PLAN,Appendix 6-8,https://www.bi.go.id/en/publikasi/peraturan/Documents/48db4a3c8ce743dabc97b0e35878bb48SEEKS1227Appendix68ENGEditEqui.xlsx
CIRCULLAR LETTER NO.12/27/DPNP - COMMERCIAL BANKS BUSINESS PLAN,Appendix 9-13,https://www.bi.go.id/en/publikasi/peraturan/Documents/7ee903fe15bd4767b7201622e29064dfSEEKS1227Appendix913ENGEditEqui.xlsx
CIRCULLAR LETTER NO.12/27/DPNP - COMMERCIAL BANKS BUSINESS PLAN,Appendix 14-18,https://www.bi.go.id/en/publikasi/peraturan/Documents/4189e25949da46de9352bb47b6add79bSEEKS1227Appendix1418ENGeditequi.xlsx
CIRCULLAR LETTER NO.12/27/DPNP - COMMERCIAL BANKS BUSINESS PLAN,Appendix 19-20,https://www.bi.go.id/en/publikasi/peraturan/Documents/050c1661dfbe4ba0aa4048c9b9ddfe03SEEKS1227Appendix1920ENGeditequi.xlsx
