title,link
CIRCULLAR LETTER NO.13/30/DPNP - THIRD AMENDMENT ON BANK INDONESIA CIRCULAR LETTER NUMBER 3/30/DPNP DATED 14TH DECEMBER 2001 CONCERNING PUBLISHED QUARTERLY AND MONTHLY FINANCIAL STATEMENT OF COMMERCIAL BANKS AND SPECIFIC REPORTS WHICH ARE SENT TO BANK IND,https://www.bi.go.id/en/publikasi/peraturan/Pages/Selasa_19032013-30.aspx
CIRCULLAR LETTER NO.13/28/DPNP - IMPLEMENTATION OF ANTI-FRAUD STRATEGY FOR COMMERCIAL BANKS,https://www.bi.go.id/en/publikasi/peraturan/Pages/Selasa_19032013-29.aspx
BANK INDONESIA CIRCULAR LETTER NO. 13/27/DPM CONCERNING PROCEDURES FOR REVERSE REPO TRANSACTION OF SOVEREIGN SHARIA SECURITIES WITH BANK INDONESIA IN THE CONTEXT OF SHARIA OPEN MARKET OPERATIONS,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_132711.aspx
BANK INDONESIA REGULATION NO. 13/24/PBI/2011 CONCERNING THE SECOND AMENDMENT TO BANK INDONESIA REGULATION NUMBER 10/36/PBI/2008 CONCERNING SHARIA MONETARY OPERATION,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_132411.aspx
"CIRCULLAR LETTER NO.13/25/DPNP - REVOCATION OF BANK INDONESIA CIRCULAR LETTER NUMBER 29/02/UPPB DATED 31 JULY 1996 CONCERNING PROCEDURE FOR RECEIPT, ADMINISTRATION, REPORTING OF STATE REVENUE DEPOSITS AND IMPOSITION OF SANCTIONS",https://www.bi.go.id/en/publikasi/peraturan/Pages/Selasa_19032013-28.aspx
BANK INDONESIA REGULATION NUMBER 13/23/PBI/2011 CONCERNING THE IMPLEMENTATION OF RISK MANAGEMENT IN ISLAMIC COMMERCIAL BANKS AND ISLAMIC BUSINESS UNITS,https://www.bi.go.id/en/publikasi/peraturan/Pages/PBI_13_23_PBI_2011.aspx
CIRCULLAR LETTER NO.13/23/DPNP - AMENDMENT TO CIRCULAR LETTER NO. 5/21/DPNP CONCERNING RISK MANAGEMENT IMPLEMENTATION FOR COMMERCIAL BANKS,https://www.bi.go.id/en/publikasi/peraturan/Pages/Selasa_19032013-27.aspx
BANK INDONESIA REGULATION NO. 13/22/PBI/2011 DATED 30 SEPTEMBER 2011 CONCERNING WITHDRAWAL OF FOREIGN EXCHANGE FROM EXTERNAL DEBT REPORTING OBLIGATION,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_132211.aspx
"BANK INDONESIA REGULATION NUMBER:13/21/PBI/2011 DATED SEPTEMBER 30, 2011 CONCERNING MONITORING OF BANK ACTIVITY IN  FOREIGN EXCHANGE FLOWS",https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_132111.aspx
BANK INDONESIA REGULATION NUMBER: 13/20/PBI/2011 CONCERNING RECEIPT OF EXPORT PROCEEDS AND WITHDRAWAL OF FOREIGN EXCHANGE FROM EXTERNAL DEBT,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_132011.aspx
BANK INDONESIA REGULATION NO.13/19/PBI/2011 - CONCERNING THE AMENDMENT TO BANK INDONESIA REGULATION NUMBER 8/12/PBI/2006 CONCERNING THE PERIODIC REPORT OF COMMERCIAL BANK,https://www.bi.go.id/en/publikasi/peraturan/Pages/Selasa_19032013-14.aspx
"BANK INDONESIA CIRCULAR LETTER NO.13/20/DPM DATED AUGUST 8, 2011 CONCERNING SECOND AMENDMENT TO BI CIRCULAR LETTER NO.12/18/DPM DATED JULY 7, 2010 CONCERNING OPEN MARKET OPERATIONS",https://www.bi.go.id/en/publikasi/peraturan/Pages/se_132011.aspx
BANK INDONESIA REGULATION NUMBER : 13/18/PBI/2011 CONCERNING SECOND AMENDMENT OF BANK INDONESIA REGULATION NUMBER 6/28/PBI/2004 CONCERNING ISSUANCE AND CIRCULATION OF THE YEAR 2004 ISSUE OF BANKNOTES IN THE 100.000 (ONE HUNDRED THOUSAND) RUPIAH DENOMINATI,https://www.bi.go.id/en/publikasi/peraturan/Pages/Kamis_11042013-6.aspx
BANK INDONESIA REGULATION NUMBER : 13/17/PBI/2011 CONCERNING SECOND AMENDMENT OF BANK INDONESIA REGULATION NUMBER 7/42/PBI/2005 CONCERNING ISSUANCE AND CIRCULATION OF THE YEAR 2005 ISSUE OF BANKNOTES IN THE 50.000 (FIFTY THOUSAND) RUPIAH DENOMINATION,https://www.bi.go.id/en/publikasi/peraturan/Pages/Kamis_11042013-7.aspx
"BANK INDONESIA REGULATION NUMBER : 13/16/PBI/2010 CONCERNING SECOND AMENDMENT OF BANK INDONESIA REGULATION NUMBER 6/29/PBI/2004 CONCERNING ISSUANCE AND CIRCULATION OF THE YEAR 2004 ISSUE OF BANKNOTES IN THE 20,000 (TWENTY THOUSAND) RUPIAH DENOMINATION",https://www.bi.go.id/en/publikasi/peraturan/Pages/Kamis_11042013-8.aspx
"BANK INDONESIA CIRCULAR LETTER NO.13/13/DPM DATED MAY 9, 2011 CONCERNING AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NO.12/18/DPM DATED JULY 7, 2010 CONCERNING OPEN MARKET OPERATION",https://www.bi.go.id/en/publikasi/peraturan/Pages/se_131311.aspx
BANK INDONESIA REGULATION NUMBER: 13/14/PBI/2011 CONCERNING ASSET QUALITY RATING FOR ISLAMIC RURAL BANKS,https://www.bi.go.id/en/publikasi/peraturan/Pages/PBI_13_14_PBI_2011.aspx
BANK INDONESIA REGULATION NUMBER: 13/13/PBI/2011 CONCERNING ASSET QUALITY RATING FOR ISLAMIC COMMERCIAL BANKS AND ISLAMIC BUSINESS UNITS,https://www.bi.go.id/en/publikasi/peraturan/Pages/PBI_13_13_PBO_2011.aspx
BANK INDONESIA REGULATION NO.13/10/PBI/2011 - CONCERNING THE AMENDMENT TO BANK INDONESIA REGULATION NUMBER 19/9/PBI/2010 CONCERNING STATUTORY RESERVE IN RUPIAH AND FOREIGN CURRENCY FOR COMMERCIAL BANKS,https://www.bi.go.id/en/publikasi/peraturan/Pages/Selasa_19032013-13.aspx
BANK INDONESIA REGULATION NUMBER: 13/9/PBI/2011 CONCERNING AMENDMENT TO BANK INDONESIA REGULATION NUMBER 10/18/PBI/2008 CONCERNING RESTRUCTURING OF FINANCING FOR ISLAMIC BANKS AND ISLAMIC BUSINESS UNITS,https://www.bi.go.id/en/publikasi/peraturan/Pages/PBI_13_9_2011.aspx
"BANK INDONESIA REGULATION NUMBER 13/8/PBI/2011 DATED FEBRUARY 4, 2011 CONCERNING COMMERCIAL BANK DAILY REPORT",https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_130811.aspx
"BANK INDONESIA CIRCULAR LETTER NUMBER 13/4/DPM DATED FEBRUARY 4, 2011 CONCERNING COMMERCIAL BANK DAILY REPORT FEE",https://www.bi.go.id/en/publikasi/peraturan/Pages/se_130411.aspx
"BANK INDONESIA CIRCULAR LETTER NUMBER 13/3/DPM DATED FEBRUARY 4, 2011 CONCERNING COMMERCIAL BANK DAILY REPORT",https://www.bi.go.id/en/publikasi/peraturan/Pages/se_130311.aspx
BANK INDONESIA REGULATION NUMBER: 13/5/PBI/2011 CONCERNING LEGAL LENDING LIMIT FOR ISLAMIC RURAL BANKS,https://www.bi.go.id/en/publikasi/peraturan/Pages/PBI_13_5_PBI_2009.aspx
BANK INDONESIA REGULATION NUMBER 13/4/PBI/2011 CONCERNING REVOCATION OF BANK INDONESIA REGULATION NUMBER 10/22/PBI/2008 CONCERNING MEETING OF NEED OF FOREIGN EXCHANGE FOR DOMESTIC CORPORATION THROUGH BANK,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_130411_en.aspx
"BANK INDONESIA REGULATION NUMBER : 12/26/PBI/2010 CONCERNING THIRD AMENDMENT OF BANK INDONESIA REGULATION NUMBER 7/40/PBI/2005 CONCERNING ISSUANCE AND CIRCULATION OF THE YEAR 2005 ISSUE OF BANKNOTES IN THE 10,000 (TEN THOUSAND) RUPIAH DENOMINATION",https://www.bi.go.id/en/publikasi/peraturan/Pages/Kamis_11042013-9.aspx
"BANK INDONESIA REGULATION NUMBER : 12/25/PBI/2010 CONCERNING AMENDMENT OF BANK INDONESIA REGULATION NUMBER 11/21/PBI/2009 CONCERNING ISSUANCE AND CIRCULATION OF THE YEAR 2009 ISSUE OF BANKNOTES IN THE 2,000 (TWO THOUSAND) RUPIAH DENOMINATION",https://www.bi.go.id/en/publikasi/peraturan/Pages/Kamis_11032013.aspx
CIRCULLAR LETTER NO.12/35/DPNP- RISK MANAGEMENT IN MARKETING COOPERATION BETWEEN COMMERCIAL BANKS AND INSURANCE COMPANY (BANCASSURANCE),https://www.bi.go.id/en/publikasi/peraturan/Pages/Selasa_19032013-26.aspx
BANK INDONESIA REGULATION NO.12/22/PBI/2010 CONCERNING MONEY CHANGER,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_122210.aspx
CIRCULLAR LETTER NO.12/27/DPNP - COMMERCIAL BANKS BUSINESS PLAN,https://www.bi.go.id/en/publikasi/peraturan/Pages/Selasa_19032013-25.aspx
BANK INDONESIA REGULATION NO.12/21/PBI/2011 - CONCERNING BANK BUSINESS PLAN,https://www.bi.go.id/en/publikasi/peraturan/Pages/Selasa_19032013-11.aspx
BANK INDONESIA REGULATION NO.12/19/PBI/2010 - STATUTORY RESERVES IN RUPIAH AND FOREIGN CURRENCY FOR COMMERCIAL BANKS,https://www.bi.go.id/en/publikasi/peraturan/Pages/Selasa_19032013-10.aspx
"BANK INDONESIA CIRCULAR LETTER NUMBER 12/25/DPM DATED AUGUST 30, 2010 CONCERNING THE SECOND AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NUMBER 10/16/DPM DATED MARCH 31, 2008 CONCERNING PROCEDURES FOR THE ISSUANCE OF BANK INDONESIA SHARIA CERTIFICATES THRO",https://www.bi.go.id/en/publikasi/peraturan/Pages/se_122510.aspx
"BANK INDONESIA CIRCULAR LETTER NUMBER 12/23/DPM DATED AUGUST 30, 2010 CONCERNING AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NUMBER 11/8/DPM DATED MARCH 27, 2009 CONCERNING PROCEDURES FOR TRANSACTION ON BANK INDONESIA DEPOSIT FACILITIES FOR SHARIA BANKING",https://www.bi.go.id/en/publikasi/peraturan/Pages/se_122310.aspx
BANK INDONESIA REGULATION NUMBER: 12/18/PBI/2010 CONCERNING AMENDMENT TO BANK INDONESIA REGULATION NUMBER: 10/11/PBI/2008 CONCERNING BANK INDONESIA SHARIA CERTIFICATE,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_121810.aspx
"BANK INDONESIA CIRCULAR LETTER NUMBER 12/26/DPM DATED AUGUST 30, 2010 CONCERNING AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NUMBER 10/17/DPM DATED MARCH 31, 2008 CONCERNING PROCEDURES FOR BANK INDONESIA SHARIA CERTIFICATE REPO TRANSACTION WITH BANK INDON",https://www.bi.go.id/en/publikasi/peraturan/Pages/se_122610.aspx
"BANK INDONESIA CIRCULAR LETTER NUMBER 12/24/DPM DATED AUGUST 30, 2010 CONCERNING AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NUMBER 10/44/DPM DATED DECEMBER 10, 2008 CONCERNING PROCEDURES FOR SOVEREIGN SYARIAH SECURITIES (SBSN) REPURCHASE AGREEMENT (REPO)",https://www.bi.go.id/en/publikasi/peraturan/Pages/se_122410.aspx
"BANK INDONESIA REGULATION NUMBER 12/17/PBI/2010 DATED AUGUST 30, 2010 CONCERNING AMENDMENT TO BANK INDONESIA REGULATION NUMBER 10/36/PBI/2008 CONCERNING SHARIA MONETARY OPERATIONS",https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_121710.aspx
BANK INDONESIA REGULATION NUMBER: 12/16/PBI/2010 CONCERNING MONITORING SYSTEM FOR TRANSACTIONS ON FOREIGN CURRENCIES AGAINST RUPIAH,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_121610.aspx
BANK INDONESIA REGULATION NUMBER : 12/14/PBI/2010 CONCERNING REVOCATION AND WITHDRAWAL FROM CIRCULATION OF THE YEAR 1991 ISSUE OF COINS IN THE RP 25 (TWENTY FIVE) DENOMINATION,https://www.bi.go.id/en/publikasi/peraturan/Pages/Kamis_11042013-10.aspx
"BANK INDONESIA CIRCULAR LETTER NUMBER 12/22/DPM CONCERNING AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NUMBER 12/12/DPD DATED APRIL 8, 2010 CONCERNING REPURCHASE AGREEMENT TRANSACTION ON CHINESE YUAN AGAINST RUPIAH SECURITIES OF A BANK TO BANK INDONESIA",https://www.bi.go.id/en/publikasi/peraturan/Pages/se_122210-1.aspx
"BANK INDONESIA CIRCULAR LETTER NUMBER 12/21/DPM – AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NUMBER 7/45/DPD DATED SEPTEMBER 15, 2005 CONCERNING DERIVATIVE TRANSACTION",https://www.bi.go.id/en/publikasi/peraturan/Pages/se_122110.aspx
"BANK INDONESIA CIRCULAR LETTER NUMBER 12/20/DPM CONCERNING AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NUMBER 5/29/DPD DATED NOVEMBER 18, 2003 CONCERNING BROKERAGE COMPANY OF RUPIAH AND FOREIGN EXCHANGE MONEY MARKET",https://www.bi.go.id/en/publikasi/peraturan/Pages/se_122010-1.aspx
BANK INDONESIA CIRCULAR LETTER NO. 12/ 18 /DPM CONCERNING OPEN MARKET OPERATION,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_121810.aspx
"BANK INDONESIA CIRCULAR LETTER NUMBER 12/ 17 /DPM DATED JULY 6, 2010 CONCERNING STANDING FACILITIES",https://www.bi.go.id/en/publikasi/peraturan/Pages/se_121710.aspx
"BANK INDONESIA CIRCULAR LETTER NO. 12/ 16 / DPM CONCERNING CRITERIA AND REQUIREMENTS FOR SECURITIES, PARTICIPANT, AND INTERMEDIARY IN MONETARY OPERATION",https://www.bi.go.id/en/publikasi/peraturan/Pages/se_121610.aspx
"BANK INDONESIA REGULATION NUMBER 12/ 11 /PBI DATED JULY 2, 2010 CONCERNING MONETARY OPERATIONS",https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_121110.aspx
BANK INDONESIA REGULATION NUMBER: 12/10/PBI/2010 CONCERNING THE THIRD AMENDMENT TO BANK INDONESIA REGULATION NUMBER 5/13/PBI/2003 CONCERNING THE NET OPEN POSITION FOR COMMERCIAL BANKS,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_121010.aspx
"BANK INDONESIA REGULATION NUMBER: 12/8/PBI/2010 CONCERNING SECOND AMENDMENT OF BANK INDONESIA REGULATION NUMBER 7/40/PBI/2005 CONCERNING ISSUANCE AND CIRCULATION OF THE YEAR 2005 ISSUE OF BANKNOTES IN THE 10,000 (TEN THOUSAND) RUPIAH DENOMINATION",https://www.bi.go.id/en/publikasi/peraturan/Pages/Kamis_11042013-11.aspx
BANK INDONESIA CIRCULAR LETTER NUMBER 12/12/DPD CONCERNING REPURCHASE AGREEMENT TRANSACTION ON CHINESE YUAN AGAINST RUPIAH SECURITIES OF A BANK TO BANK INDONESIA,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_121210-1.aspx
BANK INDONESIA REGULATION NUMBER: 12/6/PBI/2010 CONCERNING REPURCHASE AGREEMENT TRANSACTION ON CHINESE YUAN AGAINST RUPIAH SECURITIES OF A BANK TO BANK INDONESIA,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_120610.aspx
CIRCULLAR LETTER NO.12/11/DPNP - SECOND AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NUMBER 3/30/DPNP DATED 14 DECEMBER 2001 CONCERNING COMMERCIAL BANK QUARTERLY AND MONTHLY PUBLISHED FINANCIAL REPORTS AND CERTAIN REPORTS SUBMITTED TO BANK INDONESIA,https://www.bi.go.id/en/publikasi/peraturan/Pages/Selasa_19032013-24.aspx
CIRCULAR LETTER NO.12/10/DPM CONCERNING THE STANDARD GUIDELINES ON THE IMPLEMENTATION OF ANTI-MONEY LAUNDERING AND COUNTER-TERRORISM FINANCING TERRORISM PROGRAM FOR NON-BANK MONEY CHANGER,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_121010.aspx
"BANK INDONESIA REGULATION NUMBER: 12/4/PBI/2010 CONCERNING ISSUANCE AND CIRCULATION OF THE YEAR 2010 ISSUE OF COIN IN THE 1,000 (ONE THOUSAND) RUPIAH DENOMINATION",https://www.bi.go.id/en/publikasi/peraturan/Pages/Kamis_11042013-1.aspx
REGULATION OF BANK INDONESIA NO.12/ 3 /PBI/2010 - APPLICATION OF ANTI-MONEY LAUNDERING AND PREVENTION OF TERRORISM FINANCING FOR NON-BANK FOREIGN EXCHANGE TRADERS,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_120310.aspx
"BANK INDONESIA CIRCULAR LETTER NO.12/ 2 /DPM - AMENDMENT TO CIRCULAR LETTER OF BANK INDONESIA NUMBER 11/6/DPM DATED FEBRUARY 10, 2009 CONCERNING THE PROCEDURES FOR THE ADMINISTRATION OF RETAIL STATE SHARIA SECURITIES",https://www.bi.go.id/en/publikasi/peraturan/Pages/se_120210.aspx
CIRCULLAR LETTER NO.11/35/DPNP - REPORTING OF NEW PRODUCT OR ACTIVITY,https://www.bi.go.id/en/publikasi/peraturan/Pages/Selasa_19032013-22.aspx
CIRCULLAR LETTER NO.11/36/DPNP - AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NUMBER 7/19/DPNP DATED 14 JUNE 2005 CONCERNING IMPLEMENTATION OF RISK MANAGEMENT AT BANKS THAT CONDUCT ACTIVITIES RELATED TO MUTUAL FUNDS,https://www.bi.go.id/en/publikasi/peraturan/Pages/Selasa_19032013-23.aspx
CIRCULLAR LETTER NO.11/33/DPNP - AMENDMENT TO CIRCULAR LETTER NUMBER 11/4/DPNP DATED 27 JANUARY 2009 CONCERNING IMPLEMENTATION OF INDONESIAN BANKING ACCOUNTING GUIDELINE,https://www.bi.go.id/en/publikasi/peraturan/Pages/Selasa_19032013-21.aspx
BANK INDONESIA REGULATION NUMBER 11/33/PBI/2009 CONCERNING THE IMPLEMENTATION OF GOOD CORPORATE GOVERNANCE BY ISLAMIC COMMERCIAL BANKS AND ISLAMIC BUSINESS UNITS,https://www.bi.go.id/en/publikasi/peraturan/Pages/PBI_11_33_PBI_2008.aspx
BANK INDONESIA CIRCULAR LETTER NUMBER 11/ 32 /DPM - PROCEDURES FOR AUCTION FOR STATE NOTES IN THE PRIMARY MARKET AND ADMINISTRATION OF STATE NOTES,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_113209.aspx
CIRCULLAR LETTER NO. 11/31/DPNP - STANDARD GUIDELINES FOR IMPLEMENTATION ANTI MONEY LAUNDERING AND COMBATING THE FINANCING OF TERRORISM PROGRAM FOR COMMERCIAL BANKS,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_113109.aspx
CIRCULLAR LETTER NO.11/29/DPNP - CALCULATION OF SECONDARY STATUTORY RESERVE IN RUPIAH,https://www.bi.go.id/en/publikasi/peraturan/Pages/Selasa_19032013-4.aspx
"BANK INDONESIA CIRCULAR LETTER NUMBER 11/23/DPM - AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NUMBER 10/21/DPM DATED MAY 23, 2008 CONCERNING THE ORGANIZATION OF BANK INDONESIA - SCRIPLESS SECURITIES SETTLEMENT SYSTEM",https://www.bi.go.id/en/publikasi/peraturan/Pages/se_112309.aspx
CIRCULAR LETTER OF BANK INDONESIA NO.11/ 22/DPM - PROCEDURE OF AUCTION AND ADMINISTRATION OF STATE SHARIA SECURITIES,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_112209.aspx
"CIRCULAR LETTER OF BANK INDONESIA NUMBER 11/20/DPM - AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NUMBER 7/21/DPM DATED JULY 1, 2005 CONCERNING PROCEDURES FOR SAFE DEPOSIT OF SECURITIES, IMPORTANT DOCUMENTS AND VALUABLES AT BANK INDONESIA",https://www.bi.go.id/en/publikasi/peraturan/Pages/se_112009.aspx
CIRCULAR LETTER OF BANK INDONESIA NO.11/17/DPM - THE PROCEDURE FOR THE PROVISION OF INTRADAY LIQUIDITY FACILITY BASED ON SHARIA PRINCIPLES (FLIS),https://www.bi.go.id/en/publikasi/peraturan/Pages/se_111709.aspx
REGULATION OF BANK INDONESIA NUMBER 11/ 30 /PBI - INTRADAY LIQUIDITY FACILITY BASED ON SHARIA,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_113009.aspx
BANK INDONESIA REGULATION NO.11/27/PBI/2009 - CONCERNING THE AMENDMENT TO BANK INDONESIA REGULATION NUMBER 8/10/PBI/2006 CONCERNING SPECIAL TREATMENT FOR BANK LOAN FOLLOWING THE NATURAL DISASTER IN YOGYAKARTA AND NEARBY AREAS IN CENTRAL JAVA PROVINCE,https://www.bi.go.id/en/publikasi/peraturan/Pages/Selasa_19032013-9.aspx
BANK INDONESIA REGULATION  NUMBER: 11/23/PBI/2009 CONCERNING ISLAMIC RURAL BANKS,https://www.bi.go.id/en/publikasi/peraturan/Pages/PBI_11_23_PBI-2009.aspx
BANK INDONESIA REGULATION NUMBER 11/28/PBI/2009 - IMPLEMENTATION OF ANTI MONEY LAUNDERING AND COMBANTING THE FINANCING OF TERRORISM PROGRAM FOR COMMERCIAL BANK,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_112809.aspx
"BANK INDONESIA REGULATION NUMBER: 11/22/PBI/2009 CONCERNING ISSUANCE AND CIRCULATION OF THE YEAR 2009 ISSUE OF COMMEMORATIVE CURRENCY AS UNCUT NOTES IN THE 2,000 (TWO THOUSAND) RUPIAH DENOMINATION",https://www.bi.go.id/en/publikasi/peraturan/Pages/Kamis_11042013-2.aspx
"BANK INDONESIA REGULATION NUMBER: 11/21/PBI/2009 CONCERNING ISSUANCE AND CIRCULATION OF THE YEAR 2009 ISSUE OF BANKNOTES IN THE 2,000 (TWO THOUSAND) RUPIAH DENOMINATION",https://www.bi.go.id/en/publikasi/peraturan/Pages/Kamis_11042013-12.aspx
BANK INDONESIA REGULATION NO. 11/18/PBI/2009 - THE AMENDMENT TO BANK INDONESIA REGULATION NUMBER 10/40/PBI/2008 ON COMMERCIAL BANK MONTHLY REPORT,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_111809.aspx
"CIRCULAR LETTER OF BANK INDONESIA NUMBER 11/ 14 /DPM - AMENDMENT TO CIRCULAR LETTER OF BANK INDONESIA NUMBER 10/29/DPM DATED SEPTEMBER 2, 2008 REGARDING THE PROCEDURES FOR THE SUBMISSION OF APPLICATION, REPORTING, AND SUPERVISION OF SUB-REGISTRY",https://www.bi.go.id/en/publikasi/peraturan/Pages/se_111409.aspx
BANK INDONESIA REGULATION NO. 11/17/PBI/2009 - REVISION ON REGULATION OF BANK INDONESIA NUMBER 2/22/PBI/2000 CONCERNING THE EXTERNAL DEBT REPORTING OBLIGATION,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_111709.aspx
BANK INDONESIA REGULATION NUMBER: 11/16/PBI/2009 CONCERNING AMENDMENT OF BANK INDONESIA REGULATION NUMBER 2/25/PBI/2000 CONCERNING ISSUANCE AND CIRCULATION OF THE YEAR 2000 ISSUE OF BANKNOTES IN THE 1000 (ONE THOUSAND) RUPIAH DENOMINATION,https://www.bi.go.id/en/publikasi/peraturan/Pages/Kamis_11042013-3.aspx
BANK INDONESIA REGULATION NUMBER: 11/15/PBI/2009 - CONVERSION OF BUSINESS ACTIVITIES FROM COMMERCIAL BANK TO SHARIA BANK,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_111509.aspx
CIRCULAR LETTER OF BANK INDONESIA NUMBER 11/11/DASP CONCERNING ELECTRONIC MONEY,https://www.bi.go.id/en/publikasi/peraturan/Pages/SE_11112009_DASP.aspx
BANK INDONESIA REGULATION NUMBER 11/11/PBI/2009 CONCERNING MANAGEMENT OF CARD-BASED PAYMENT INSTRUMENT ACTIVITIES,https://www.bi.go.id/en/publikasi/peraturan/Pages/PBI_11112009.aspx
BANK INDONESIA REGULATION NUMBER 11/12/PBI/2009 CONCERNING ELECTRONIC MONEY,https://www.bi.go.id/en/publikasi/peraturan/Pages/PBI_11122009.aspx
CIRCULAR LETTER OF BANK INDONESIA NO. 11/10/DASP CONCERNING MANAGEMENT OF CARD-BASED PAYMENT INSTRUMENT ACTIVITIES,https://www.bi.go.id/en/publikasi/peraturan/Pages/SE_1110dasp.aspx
CIRCULAR LETTER NO. 11/ 8 /DPM - PROCEDURES FOR BANK INDONESIA SYARIAH’S DEPOSIT FACILITY (FASBIS) TRANSACTIONS,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_110809.aspx
BANK INDONESIA REGULATION NUMBER: 11/10/PBI/2009 - SHARIA BUSINESS UNITS,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_111009.aspx
"CIRCULAR LETTER NO. 11/7/DPM - AMENDMENT TO CIRCULAR LETTER NO. 9/23/DPM REGARDING PERMIT PROCEDURES, APPLICATION OF KNOW-YOUR-CUSTOMER PRINCIPLE, SUPERVISION, REPORTING AND IMPOSITION OF SANCTIONS ON NON-BANK FOREIGN EXCHANGE TRADERS",https://www.bi.go.id/en/publikasi/peraturan/Pages/se_110709.aspx
"BANK INDONESIA REGULATION NUMBER : 11/5/PBI/2009 CONCERNING AMANDMENT OF BANK INDONESIA REGULATION NUMBER 3/19/PBI/2001 CONCERNING ISSUANCE AND CIRCULATION OF THE YEAR 2001 BANKNOTES IN THE 5,000 (FIVE THOUSAND) DENOMINATION",https://www.bi.go.id/en/publikasi/peraturan/Pages/Kamis_11042013-4.aspx
BANK INDONESIA REGULATION NUMBER: 11/9/PBI/2009 CONCERNING AMENDMENT OF BANK INDONESIA REGULATION NUMBER 6/28/PBI/2004 CONCERNING ISSUANCE AND CIRCULATION OF THE YEAR 2004 ISSUE OF BANKNOTES IN THE 100.000 (ONE HUNDRED THOUSAND) RUPIAH DENOMINATION,https://www.bi.go.id/en/publikasi/peraturan/Pages/Kamis_11042013-13.aspx
BANK INDONESIA REGULATION NUMBER : 11/8/PBI/2009 CONCERNING AMENDMENT OF BANK INDONESIA REGULATION NUMBER 7/42/PBI/2005 CONCERNING ISSUANCE AND CIRCULATION OF THE YEAR 2005 ISSUE OF BANKNOTES IN THE 50.000 (FIFTY) THOUSAND RUPIAH DENOMINATION,https://www.bi.go.id/en/publikasi/peraturan/Pages/Kamis_11042013-14.aspx
BANK INDONESIA REGULATION NUMBER : 11/7/PBI/2009 CONCERNING AMENDMENT OF BANK INDONESIA REGULATION NUMBER 6/29/PBI/2004 CONCERNING ISSUANCE AND CIRCULATION  OF THE YEAR 2004 ISSUE OF BANKNOTES IN THE 20.000 (TWENTY THOUSAND) RUPIAH DENOMINATION,https://www.bi.go.id/en/publikasi/peraturan/Pages/Kamis_11042013-15.aspx
"BANK INDONESIA REGULATION NUMBER : 11/ 6 /PBI/2009 CONCERNING AMENDMENT OF BANK INDONESIA REGULATION  NUMBER 7/40/PBI/2005 CONCERNING ISSUANCE AND CIRCULATION  OF THE YEAR 2005 ISSUE OF BANKNOTES IN THE 10,000 (TEN THOUSAND) RUPIAH DENOMINATION",https://www.bi.go.id/en/publikasi/peraturan/Pages/Kamis_11042013-16.aspx
BANK INDONESIA CIRCULAR LETTER NUMBER 11/6/DPM - ADMINISTRATION PROCEDURES OF RETAIL GOVERNMENT SHARIA SECURITIES,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_110609.aspx
